pmcid,doi,document_utf8_text_md5_checksum,document_file,document_from_project,annotation_label_name,annotated_text,annotated_sentence,annotated_paragraph,annotation_file,annotation_project,labelbuddy_display_title
5324609.0,10.1002/hipo.22688,16ef9d7ab42b76b944ac37702a03bbb3,documents_00001.jsonl,participant_demographics,N participants,Twenty‐three," 

Twenty‐three right‐handed students were recruited by way of online advertisement.","Twenty‐three right‐handed students were recruited by way of online advertisement. All gave written informed consent to take part and were compensated for their time. Subjects had either normal or corrected‐to‐normal vision and reported no history of neurological or psychiatric illness. Of those who participated, eight did not exhibit sufficient levels of learning on the task to be included in the analyses (see below). As such, analyses reported here used data from 15 subjects (7 male) with a mean age of 23.8 years (SD = 4.14). The study was approved by the Brighton and Sussex Medical school's Research Governance and Ethics Committee. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5324609>5324609</a> — Part 1 Chapter 1 Page 8
5324609.0,10.1002/hipo.22688,16ef9d7ab42b76b944ac37702a03bbb3,documents_00001.jsonl,participant_demographics,N included,15," As such, analyses reported here used data from 15 subjects (7 male) with a mean age of 23.8 years (SD = 4.14).","Twenty‐three right‐handed students were recruited by way of online advertisement. All gave written informed consent to take part and were compensated for their time. Subjects had either normal or corrected‐to‐normal vision and reported no history of neurological or psychiatric illness. Of those who participated, eight did not exhibit sufficient levels of learning on the task to be included in the analyses (see below). As such, analyses reported here used data from 15 subjects (7 male) with a mean age of 23.8 years (SD = 4.14). The study was approved by the Brighton and Sussex Medical school's Research Governance and Ethics Committee. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5324609>5324609</a> — Part 1 Chapter 1 Page 8
8544331.0,10.18632/aging.203610,2388188f26bdd332ccea81a7d15bb4f4,documents_00001.jsonl,participant_demographics,N participants,"This study recruited eighteen (9 men, 9 women) patients with nAMD from the Nanchang University’s First Affiliated Hospital. HADS scores were collected from those patients. They are composed of 14 items, including 7 items of self-rated anxiety scale and 7 items of self-rated depression scale. The inclusion criteria are as follows: (1) age ≥ 55 years old; (2) meeting the diagnostic criteria for nAMD. Patients meeting the following criteria were excluded: (1) history of ocular trauma or surgery; (2) previous treatment for nAMD such as intravitreal injection with anti-VEGF; (3) other retinal vascular diseases; (4) other ocular diseases decreasing the efficacy of injection; (5) history of myocardial infarction, stroke or other systemic diseases that are contraindications for injection. 

Eighteen age- and education-matched healthy control subjects (9 men, 9 women) were recruited based on the following criteria: (1) no ocular diseases (such as maculopathy, diabetic retinopathy, cataract or glaucoma); (2) corrected monocular visual acuities >1.0 decimal; (3) no indications for fMRI. The patients and their family members were familiarized with the research protocol and signed a declaration of informed consent before each procedure ( ). The study was conducted in accordance with the tenets of the Declaration of Helsinki and was approved by the medical ethics council of the Nanchang University’s First Auxiliary Hospital."," 



## MATERIALS AND METHODS 
  
This study recruited eighteen (9 men, 9 women) patients with nAMD from the Nanchang University’s First Affiliated Hospital. HADS scores were collected from those patients. They are composed of 14 items, including 7 items of self-rated anxiety scale and 7 items of self-rated depression scale. The inclusion criteria are as follows: (1) age ≥ 55 years old; (2) meeting the diagnostic criteria for nAMD. Patients meeting the following criteria were excluded: (1) history of ocular trauma or surgery; (2) previous treatment for nAMD such as intravitreal injection with anti-VEGF; (3) other retinal vascular diseases; (4) other ocular diseases decreasing the efficacy of injection; (5) history of myocardial infarction, stroke or other systemic diseases that are contraindications for injection. 

Eighteen age- and education-matched healthy control subjects (9 men, 9 women) were recruited based on the following criteria: (1) no ocular diseases (such as maculopathy, diabetic retinopathy, cataract or glaucoma); (2) corrected monocular visual acuities >1.0 decimal; (3) no indications for fMRI. The patients and their family members were familiarized with the research protocol and signed a declaration of informed consent before each procedure ( ). The study was conducted in accordance with the tenets of the Declaration of Helsinki and was approved by the medical ethics council of the Nanchang University’s First Auxiliary Hospital. 
  
 Example of choroidal neovascularization and macular scar caused by neovascular age-related macular degeneration seen on fundus camera and fluorescence fundus angiography.","This study recruited eighteen (9 men, 9 women) patients with nAMD from the Nanchang University’s First Affiliated Hospital. HADS scores were collected from those patients. They are composed of 14 items, including 7 items of self-rated anxiety scale and 7 items of self-rated depression scale. The inclusion criteria are as follows: (1) age ≥ 55 years old; (2) meeting the diagnostic criteria for nAMD. Patients meeting the following criteria were excluded: (1) history of ocular trauma or surgery; (2) previous treatment for nAMD such as intravitreal injection with anti-VEGF; (3) other retinal vascular diseases; (4) other ocular diseases decreasing the efficacy of injection; (5) history of myocardial infarction, stroke or other systemic diseases that are contraindications for injection. 

Eighteen age- and education-matched healthy control subjects (9 men, 9 women) were recruited based on the following criteria: (1) no ocular diseases (such as maculopathy, diabetic retinopathy, cataract or glaucoma); (2) corrected monocular visual acuities >1.0 decimal; (3) no indications for fMRI. The patients and their family members were familiarized with the research protocol and signed a declaration of informed consent before each procedure ( ). The study was conducted in accordance with the tenets of the Declaration of Helsinki and was approved by the medical ethics council of the Nanchang University’s First Auxiliary Hospital. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8544331>8544331</a> — Part 1 Chapter 1 Page 9
3447931.0,10.1371/journal.pone.0045470,295cf7f172f2d95aab83f871ad1c5a0d,documents_00001.jsonl,participant_demographics,N participants,Twenty ALS patients and twenty age- and sex-matched healthy volunteers were enrolled, Twenty ALS patients and twenty age- and sex-matched healthy volunteers were enrolled.,"By detecting spontaneous low-frequency fluctuations (LFF) of blood oxygen level–dependent (BOLD) signals, resting-state functional magnetic resonance imaging (rfMRI) measurements are believed to reflect spontaneous cerebral neural activity. Previous fMRI studies were focused on the examination of motor-related areas and little is known about the functional changes in the extra-motor areas in amyotrophic lateral sclerosis (ALS) patients. The aim of this study is to investigate functional cerebral abnormalities in ALS patients on a whole brain scale. Twenty ALS patients and twenty age- and sex-matched healthy volunteers were enrolled. Voxel-based analysis was used to characterize the alteration of amplitude of low frequency fluctuation (ALFF). Compared with the controls, the ALS patients showed significantly decreased ALFF in the visual cortex, fusiform gyri and right postcentral gyrus; and significantly increased ALFF in the left medial frontal gyrus, and in right inferior frontal areas after grey matter (GM) correction. Taking GM volume as covariates, the ALFF results were approximately consistent with those without GM correction. In addition, ALFF value in left medial frontal gyrus was negatively correlated with the rate of disease progression and duration. Decreased functional activity observed in the present study indicates the underlying deficits of the sensory processing system in ALS. Increased functional activity points to a compensatory mechanism. Our findings suggest that ALS is a multisystem disease other than merely motor dysfunction and provide evidence that alterations of ALFF in the frontal areas may be a special marker of ALS. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3447931>3447931</a> — Part 1 Chapter 1 Page 10
3965851.0,10.3389/fnhum.2014.00144,65afa6d4d8651e4be02874d44eefa094,documents_00001.jsonl,participant_demographics,N participants,24," 


### PARTICIPANTS 
  
#### Study 1 
  
24 female participants (mean 24 years old; range 20–30 years; right-handed; German mother-tongue), without a history of neurological or psychological complications (including the use of psychiatric medication), were selected and contacted using the Cologne Max-Planck Institute (MPI) database for fMRI experiments.","24 female participants (mean 24 years old; range 20–30 years; right-handed; German mother-tongue), without a history of neurological or psychological complications (including the use of psychiatric medication), were selected and contacted using the Cologne Max-Planck Institute (MPI) database for fMRI experiments. Participants were informed about the potential risks of magnetic resonance imaging and screened by a physician. They gave informed consent before participating and were paid afterward. The experimental standards were approved by the local ethics committee and data were handled pseudonymously. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3965851>3965851</a> — Part 1 Chapter 1 Page 11
3965851.0,10.3389/fnhum.2014.00144,65afa6d4d8651e4be02874d44eefa094,documents_00001.jsonl,participant_demographics,N participants,18," 


#### Study 2 
  
Selection criteria were identical to Experiment 1, with 18 female participants selected (20–30 years, mean 24 years, right-handed, German mother-tongue).","Selection criteria were identical to Experiment 1, with 18 female participants selected (20–30 years, mean 24 years, right-handed, German mother-tongue). 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3965851>3965851</a> — Part 1 Chapter 1 Page 11
7395771.0,10.1038/s41598-020-69938-4,cd65fea57f83a2c6624a164780e2e54d,documents_00001.jsonl,participant_demographics,N participants,Thirty-eight," 


## Methods 
  
### Participants 
  
Thirty-eight healthy, childless adults (age M = 24.08; SD = 3.33) took part in the study: 19 (10 females) who were working with children at the time of the study or who had worked with them in the past for more than half a year and 19 (10 females) who had never worked with children or who had worked with them for less than half a year.","Thirty-eight healthy, childless adults (age M = 24.08; SD = 3.33) took part in the study: 19 (10 females) who were working with children at the time of the study or who had worked with them in the past for more than half a year and 19 (10 females) who had never worked with children or who had worked with them for less than half a year. The weekly number of hours the WC group spent working with children ranged from 3.5 to 37.5 (M = 14.31; SD = 11.53). The professions of the participants were varied and included school and preschool teachers, sports instructors, babysitters, children’s physiotherapists, and camp counsellors. All participants were of Caucasian ethnicity. Participants were recruited via advertisements in various groups on Facebook. They were mostly students of Warsaw Universities, and all were native Polish speakers. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7395771>7395771</a> — Part 1 Chapter 1 Page 12
5460048.0,10.1093/scan/nsx004,36b3835b81d18d8b26ae7961bbf1e224,documents_00001.jsonl,participant_demographics,N participants,Seventy-five," 

## Methods 
  
Seventy-five females (  M   = 19.38, Range = 18–23) from the Dartmouth community participated in the study.","Seventy-five females (  M   = 19.38, Range = 18–23) from the Dartmouth community participated in the study. All participants were chronic dieters (as assessed by the Restrained Eating Scale;  ;  ) and gave informed consent. Participants first underwent a functional magnetic resonance imaging (fMRI) scan, followed by a weeklong period of smartphone EMA of eating behaviors. In the fMRI session, participants first performed a difficult inhibition task that taxes self-control capacity ( ). This was immediately followed by a previously validated incidental cue-reactivity task that consisted of various image types, including appetizing, high-calorie foods ( ;  ). Participants made perceptual (indoor/outdoor) judgments about the images, which ensured that participants remained alert but naive to the purpose of the study. fMRI data were analyzed using the Statistical Parametric Mapping software package (SPM8; Wellcome Department of Cognitive Neurology) and add-on tools for automating and batching (freely available at  ). 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460048>5460048</a> — Part 1 Chapter 1 Page 13
6382839.0,10.1038/s41598-019-38990-0,7c93643ac69eddd34eec155a86e516c3,documents_00001.jsonl,participant_demographics,N participants,"The sample consisted of 17 PD patients (male   n   = 2) and 17 HC (male   n   = 4),"," 


## Methods 
  
### Subjects 
  
The sample consisted of 17 PD patients (male   n   = 2) and 17 HC (male   n   = 4), matched for age, gender and years of education (Table  ).","The sample consisted of 17 PD patients (male   n   = 2) and 17 HC (male   n   = 4), matched for age, gender and years of education (Table  ). All participants were right-handed and native German speakers. Participants were recruited through public advertisements and at an outpatient clinic. Patients met criteria for PD as the main diagnosis by means of the Structured Clinical Interview for DSM-IV Axis I Disorders (German version of the SCID) . Furthermore, the Panic and Agoraphobia Scale (PAS) was used to confirm the diagnosis of PD . This scale was used because we included PD patients with (  n   = 10) and without (  n   = 7) agoraphobia and this scale is characterised by high external validity (Pearson correlation coefficient   r   = 0.79,   p   < 0.0001 with psychiatrists’ clinical global impression of severity) and reliability (Cronbach’s   a   coefficient of 0.88; for further psychometric data see ). Exclusion criteria comprised neurological disorders, traumatic brain injury, psychotic or bipolar disorder, and drug abuse or dependence within the past ten years (for further sample characteristics, see Table  ). Comorbidities among PD patients comprised major depressive disorder (n = 2), somatization disorder (n = 2), dysthymia (n = 1), specific phobia (n = 1), generalised anxiety disorder (n = 2), bulimia nervosa (n = 1), obsessive-compulsive disorder (n = 1), and social anxiety disorder (n = 1). The final sample included three patients taking antidepressant medication. Informed consent has been obtained of all participants prior the experiment and the study was approved by the local ethics committee of the Medical Chamber Westphalia-Lippe and the faculty of medicine of the Westphalian Wilhelms-University of Muenster (Ethikkommission der Ärztekammer Westfalen-Lippe und der Medizinischen Fakultät der Westfälischen Wilhelms-Universität Münster). All experimental methods were performed in accordance with relevant guidelines and regulations. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6382839>6382839</a> — Part 1 Chapter 1 Page 14
6197719.0,10.1016/j.ebiom.2018.09.012,8d22b4189aea1bcc6e26b210ae099d59,documents_00001.jsonl,participant_demographics,N included,"Forty-four patients with drug-naive, first-episode schizophrenia, 42 unaffected siblings, and 44 healthy controls underwent resting-state functional magnetic resonance imaging (fMRI) scan"," 


## Methods 
  
Forty-four patients with drug-naive, first-episode schizophrenia, 42 unaffected siblings, and 44 healthy controls underwent resting-state functional magnetic resonance imaging (fMRI) scan.","Forty-four patients with drug-naive, first-episode schizophrenia, 42 unaffected siblings, and 44 healthy controls underwent resting-state functional magnetic resonance imaging (fMRI) scan. The parameter of asymmetry (PAS) and support vector machine (SVM) were used to analyze the data. Patients were treated with olanzapine for 8 weeks. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6197719>6197719</a> — Part 1 Chapter 1 Page 15
